RowName,InstrumentName,InstrumentTypeCategory,UpgradeName,Cost
502,Wild1,10,Vintage Torchhead no strings,5291488
503,Wild2,11,Custom Blender USA Reissued ,9700878
504,Wild3,12,Hearthead Mahogany Jimmy Tooth Electric Guitar,13228015
505,Drums1,1,DRUM to get rid of,6349786
506,Drums2,2,"Small Drum, Need out of House",11641054
507,Drums3,3,1975 Drumster Fire *BRAND NEW*,15873618
508,Guitar1,4,Bender '54 (slight damage),6349786
509,Guitar2,5,Full Size Lagoon Guitar Bag,11641054
510,Guitar3,6,Signed Gibby Guitar knob,15873618
511,Bass1,7,Pro Fish Guitar 2023 ,6349786
512,Bass2,8,Refurbished Grand Largemouth,11641054
513,Bass3,9,Used Bass strings (Still in package),15873618
514,Wild1,10,Vintage Torchhead no strings,6349786
515,Wild2,11,Custom Blender USA Reissued ,11641054
516,Wild3,12,Hearthead Mahogany Jimmy Tooth Electric Guitar,15873618
517,Drums1,1,DRUM to get rid of,7619743
518,Drums2,2,"Small Drum, Need out of House",13969265
519,Drums3,3,1975 Drumster Fire *BRAND NEW*,19048342
520,Guitar1,4,Bender '54 (slight damage),7619743
521,Guitar2,5,Full Size Lagoon Guitar Bag,13969265
522,Guitar3,6,Signed Gibby Guitar knob,19048342
523,Bass1,7,Pro Fish Guitar 2023 ,7619743
524,Bass2,8,Refurbished Grand Largemouth,13969265
525,Bass3,9,Used Bass strings (Still in package),19048342
526,Wild1,10,Vintage Torchhead no strings,7619743
527,Wild2,11,Custom Blender USA Reissued ,13969265
528,Wild3,12,Hearthead Mahogany Jimmy Tooth Electric Guitar,19048342
529,Drums1,1,DRUM to get rid of,9143692
530,Drums2,2,"Small Drum, Need out of House",16763118
531,Drums3,3,1975 Drumster Fire *BRAND NEW*,22858010
532,Guitar1,4,Bender '54 (slight damage),9143692
533,Guitar2,5,Full Size Lagoon Guitar Bag,16763118
534,Guitar3,6,Signed Gibby Guitar knob,22858010
535,Bass1,7,Pro Fish Guitar 2023 ,9143692
536,Bass2,8,Refurbished Grand Largemouth,16763118
537,Bass3,9,Used Bass strings (Still in package),22858010
538,Wild1,10,Vintage Torchhead no strings,9143692
539,Wild2,11,Custom Blender USA Reissued ,16763118
540,Wild3,12,Hearthead Mahogany Jimmy Tooth Electric Guitar,22858010
541,Drums1,1,DRUM to get rid of,10972430
542,Drums2,2,"Small Drum, Need out of House",20115742
543,Drums3,3,1975 Drumster Fire *BRAND NEW*,27429612
544,Guitar1,4,Bender '54 (slight damage),10972430
545,Guitar2,5,Full Size Lagoon Guitar Bag,20115742
546,Guitar3,6,Signed Gibby Guitar knob,27429612
547,Bass1,7,Pro Fish Guitar 2023 ,10972430
548,Bass2,8,Refurbished Grand Largemouth,20115742
549,Bass3,9,Used Bass strings (Still in package),27429612
550,Wild1,10,Vintage Torchhead no strings,10972430
551,Wild2,11,Custom Blender USA Reissued ,20115742
552,Wild3,12,Hearthead Mahogany Jimmy Tooth Electric Guitar,27429612
553,Drums1,1,DRUM to get rid of,13166916
554,Drums2,2,"Small Drum, Need out of House",24138890
555,Drums3,3,1975 Drumster Fire *BRAND NEW*,32915534
556,Guitar1,4,Bender '54 (slight damage),13166916
557,Guitar2,5,Full Size Lagoon Guitar Bag,24138890
558,Guitar3,6,Signed Gibby Guitar knob,32915534
559,Bass1,7,Pro Fish Guitar 2023 ,13166916
560,Bass2,8,Refurbished Grand Largemouth,24138890
561,Bass3,9,Used Bass strings (Still in package),32915534
562,Wild1,10,Vintage Torchhead no strings,13166916
563,Wild2,11,Custom Blender USA Reissued ,24138890
564,Wild3,12,Hearthead Mahogany Jimmy Tooth Electric Guitar,32915534
565,Drums1,1,DRUM to get rid of,15800299
566,Drums2,2,"Small Drum, Need out of House",28966668
567,Drums3,3,1975 Drumster Fire *BRAND NEW*,39498641
568,Guitar1,4,Bender '54 (slight damage),15800299
569,Guitar2,5,Full Size Lagoon Guitar Bag,28966668
570,Guitar3,6,Signed Gibby Guitar knob,39498641
571,Bass1,7,Pro Fish Guitar 2023 ,15800299
572,Bass2,8,Refurbished Grand Largemouth,28966668
573,Bass3,9,Used Bass strings (Still in package),39498641
574,Wild1,10,Vintage Torchhead no strings,15800299
575,Wild2,11,Custom Blender USA Reissued ,28966668
576,Wild3,12,Hearthead Mahogany Jimmy Tooth Electric Guitar,39498641
577,Drums1,1,DRUM to get rid of,18960359
578,Drums2,2,"Small Drum, Need out of House",34760002
579,Drums3,3,1975 Drumster Fire *BRAND NEW*,47398369
580,Guitar1,4,Bender '54 (slight damage),18960359
581,Guitar2,5,Full Size Lagoon Guitar Bag,34760002
582,Guitar3,6,Signed Gibby Guitar knob,47398369
583,Bass1,7,Pro Fish Guitar 2023 ,18960359
584,Bass2,8,Refurbished Grand Largemouth,34760002
585,Bass3,9,Used Bass strings (Still in package),47398369
586,Wild1,10,Vintage Torchhead no strings,18960359
587,Wild2,11,Custom Blender USA Reissued ,34760002
588,Wild3,12,Hearthead Mahogany Jimmy Tooth Electric Guitar,47398369
589,Drums1,1,DRUM to get rid of,22752431
590,Drums2,2,"Small Drum, Need out of House",41712002
591,Drums3,3,1975 Drumster Fire *BRAND NEW*,56878043
592,Guitar1,4,Bender '54 (slight damage),22752431
593,Guitar2,5,Full Size Lagoon Guitar Bag,41712002
594,Guitar3,6,Signed Gibby Guitar knob,56878043
595,Bass1,7,Pro Fish Guitar 2023 ,22752431
596,Bass2,8,Refurbished Grand Largemouth,41712002
597,Bass3,9,Used Bass strings (Still in package),56878043
598,Wild1,10,Vintage Torchhead no strings,22752431
599,Wild2,11,Custom Blender USA Reissued ,41712002
600,Wild3,12,Hearthead Mahogany Jimmy Tooth Electric Guitar,56878043
601,Drums1,1,DRUM to get rid of,27302917
602,Drums2,2,"Small Drum, Need out of House",50054402
603,Drums3,3,1975 Drumster Fire *BRAND NEW*,68253652
604,Guitar1,4,Bender '54 (slight damage),27302917
605,Guitar2,5,Full Size Lagoon Guitar Bag,50054402
606,Guitar3,6,Signed Gibby Guitar knob,68253652
607,Bass1,7,Pro Fish Guitar 2023 ,27302917
608,Bass2,8,Refurbished Grand Largemouth,50054402
609,Bass3,9,Used Bass strings (Still in package),68253652
610,Wild1,10,Vintage Torchhead no strings,27302917
611,Wild2,11,Custom Blender USA Reissued ,50054402
612,Wild3,12,Hearthead Mahogany Jimmy Tooth Electric Guitar,68253652
613,Drums1,1,DRUM to get rid of,32763500
614,Drums2,2,"Small Drum, Need out of House",60065282
615,Drums3,3,1975 Drumster Fire *BRAND NEW*,81904382
616,Guitar1,4,Bender '54 (slight damage),32763500
617,Guitar2,5,Full Size Lagoon Guitar Bag,60065282
618,Guitar3,6,Signed Gibby Guitar knob,81904382
619,Bass1,7,Pro Fish Guitar 2023 ,32763500
620,Bass2,8,Refurbished Grand Largemouth,60065282
621,Bass3,9,Used Bass strings (Still in package),81904382
622,Wild1,10,Vintage Torchhead no strings,32763500
623,Wild2,11,Custom Blender USA Reissued ,60065282
624,Wild3,12,Hearthead Mahogany Jimmy Tooth Electric Guitar,81904382
625,Drums1,1,DRUM to get rid of,39316200
626,Drums2,2,"Small Drum, Need out of House",72078338
627,Drums3,3,1975 Drumster Fire *BRAND NEW*,98285258
628,Guitar1,4,Bender '54 (slight damage),39316200
629,Guitar2,5,Full Size Lagoon Guitar Bag,72078338
630,Guitar3,6,Signed Gibby Guitar knob,98285258
631,Bass1,7,Pro Fish Guitar 2023 ,39316200
632,Bass2,8,Refurbished Grand Largemouth,72078338
633,Bass3,9,Used Bass strings (Still in package),98285258
634,Wild1,10,Vintage Torchhead no strings,39316200
635,Wild2,11,Custom Blender USA Reissued ,72078338
636,Wild3,12,Hearthead Mahogany Jimmy Tooth Electric Guitar,98285258
637,Drums1,1,DRUM to get rid of,47179440
638,Drums2,2,"Small Drum, Need out of House",86494006
639,Drums3,3,1975 Drumster Fire *BRAND NEW*,117942310
640,Guitar1,4,Bender '54 (slight damage),47179440
641,Guitar2,5,Full Size Lagoon Guitar Bag,86494006
642,Guitar3,6,Signed Gibby Guitar knob,117942310
643,Bass1,7,Pro Fish Guitar 2023 ,47179440
644,Bass2,8,Refurbished Grand Largemouth,86494006
645,Bass3,9,Used Bass strings (Still in package),117942310
646,Wild1,10,Vintage Torchhead no strings,47179440
647,Wild2,11,Custom Blender USA Reissued ,86494006
648,Wild3,12,Hearthead Mahogany Jimmy Tooth Electric Guitar,117942310
649,Drums1,1,DRUM to get rid of,56615328
650,Drums2,2,"Small Drum, Need out of House",103792807
651,Drums3,3,1975 Drumster Fire *BRAND NEW*,141530772
652,Guitar1,4,Bender '54 (slight damage),56615328
653,Guitar2,5,Full Size Lagoon Guitar Bag,103792807
654,Guitar3,6,Signed Gibby Guitar knob,141530772
655,Bass1,7,Pro Fish Guitar 2023 ,56615328
656,Bass2,8,Refurbished Grand Largemouth,103792807
657,Bass3,9,Used Bass strings (Still in package),141530772
658,Wild1,10,Vintage Torchhead no strings,56615328
659,Wild2,11,Custom Blender USA Reissued ,103792807
660,Wild3,12,Hearthead Mahogany Jimmy Tooth Electric Guitar,141530772
661,Drums1,1,DRUM to get rid of,67938394
662,Drums2,2,"Small Drum, Need out of House",124551368
663,Drums3,3,1975 Drumster Fire *BRAND NEW*,169836926
664,Guitar1,4,Bender '54 (slight damage),67938394
665,Guitar2,5,Full Size Lagoon Guitar Bag,124551368
666,Guitar3,6,Signed Gibby Guitar knob,169836926
667,Bass1,7,Pro Fish Guitar 2023 ,67938394
668,Bass2,8,Refurbished Grand Largemouth,124551368
669,Bass3,9,Used Bass strings (Still in package),169836926
670,Wild1,10,Vintage Torchhead no strings,67938394
671,Wild2,11,Custom Blender USA Reissued ,124551368
672,Wild3,12,Hearthead Mahogany Jimmy Tooth Electric Guitar,169836926
673,Drums1,1,DRUM to get rid of,81526073
674,Drums2,2,"Small Drum, Need out of House",149461642
675,Drums3,3,1975 Drumster Fire *BRAND NEW*,203804311
676,Guitar1,4,Bender '54 (slight damage),81526073
677,Guitar2,5,Full Size Lagoon Guitar Bag,149461642
678,Guitar3,6,Signed Gibby Guitar knob,203804311
679,Bass1,7,Pro Fish Guitar 2023 ,81526073
680,Bass2,8,Refurbished Grand Largemouth,149461642
681,Bass3,9,Used Bass strings (Still in package),203804311
682,Wild1,10,Vintage Torchhead no strings,81526073
683,Wild2,11,Custom Blender USA Reissued ,149461642
684,Wild3,12,Hearthead Mahogany Jimmy Tooth Electric Guitar,203804311
685,Drums1,1,DRUM to get rid of,97831288
686,Drums2,2,"Small Drum, Need out of House",179353970
687,Drums3,3,1975 Drumster Fire *BRAND NEW*,244565173
688,Guitar1,4,Bender '54 (slight damage),97831288
689,Guitar2,5,Full Size Lagoon Guitar Bag,179353970
690,Guitar3,6,Signed Gibby Guitar knob,244565173
691,Bass1,7,Pro Fish Guitar 2023 ,97831288
692,Bass2,8,Refurbished Grand Largemouth,179353970
693,Bass3,9,Used Bass strings (Still in package),244565173
694,Wild1,10,Vintage Torchhead no strings,97831288
695,Wild2,11,Custom Blender USA Reissued ,179353970
696,Wild3,12,Hearthead Mahogany Jimmy Tooth Electric Guitar,244565173
697,Drums1,1,DRUM to get rid of,117397546
698,Drums2,2,"Small Drum, Need out of House",215224764
699,Drums3,3,1975 Drumster Fire *BRAND NEW*,293478208
700,Guitar1,4,Bender '54 (slight damage),117397546
701,Guitar2,5,Full Size Lagoon Guitar Bag,215224764
702,Guitar3,6,Signed Gibby Guitar knob,293478208
703,Bass1,7,Pro Fish Guitar 2023 ,117397546
704,Bass2,8,Refurbished Grand Largemouth,215224764
705,Bass3,9,Used Bass strings (Still in package),293478208
706,Wild1,10,Vintage Torchhead no strings,117397546
707,Wild2,11,Custom Blender USA Reissued ,215224764
708,Wild3,12,Hearthead Mahogany Jimmy Tooth Electric Guitar,293478208
709,Drums1,1,DRUM to get rid of,140877055
710,Drums2,2,"Small Drum, Need out of House",258269717
711,Drums3,3,1975 Drumster Fire *BRAND NEW*,352173850
712,Guitar1,4,Bender '54 (slight damage),140877055
713,Guitar2,5,Full Size Lagoon Guitar Bag,258269717
714,Guitar3,6,Signed Gibby Guitar knob,352173850
715,Bass1,7,Pro Fish Guitar 2023 ,140877055
716,Bass2,8,Refurbished Grand Largemouth,258269717
717,Bass3,9,Used Bass strings (Still in package),352173850
718,Wild1,10,Vintage Torchhead no strings,140877055
719,Wild2,11,Custom Blender USA Reissued ,258269717
720,Wild3,12,Hearthead Mahogany Jimmy Tooth Electric Guitar,352173850
721,Drums1,1,DRUM to get rid of,169052466
722,Drums2,2,"Small Drum, Need out of House",309923660
723,Drums3,3,1975 Drumster Fire *BRAND NEW*,422608620
724,Guitar1,4,Bender '54 (slight damage),169052466
725,Guitar2,5,Full Size Lagoon Guitar Bag,309923660
726,Guitar3,6,Signed Gibby Guitar knob,422608620
727,Bass1,7,Pro Fish Guitar 2023 ,169052466
728,Bass2,8,Refurbished Grand Largemouth,309923660
729,Bass3,9,Used Bass strings (Still in package),422608620
730,Wild1,10,Vintage Torchhead no strings,169052466
731,Wild2,11,Custom Blender USA Reissued ,309923660
732,Wild3,12,Hearthead Mahogany Jimmy Tooth Electric Guitar,422608620
733,Drums1,1,DRUM to get rid of,202862959
734,Drums2,2,"Small Drum, Need out of House",371908392
735,Drums3,3,1975 Drumster Fire *BRAND NEW*,507130344
736,Guitar1,4,Bender '54 (slight damage),202862959
737,Guitar2,5,Full Size Lagoon Guitar Bag,371908392
738,Guitar3,6,Signed Gibby Guitar knob,507130344
739,Bass1,7,Pro Fish Guitar 2023 ,202862959
740,Bass2,8,Refurbished Grand Largemouth,371908392
741,Bass3,9,Used Bass strings (Still in package),507130344
742,Wild1,10,Vintage Torchhead no strings,202862959
743,Wild2,11,Custom Blender USA Reissued ,371908392
744,Wild3,12,Hearthead Mahogany Jimmy Tooth Electric Guitar,507130344
745,Drums1,1,DRUM to get rid of,243435551
746,Drums2,2,"Small Drum, Need out of House",446290070
747,Drums3,3,1975 Drumster Fire *BRAND NEW*,608556413
748,Guitar1,4,Bender '54 (slight damage),243435551
749,Guitar2,5,Full Size Lagoon Guitar Bag,446290070
750,Guitar3,6,Signed Gibby Guitar knob,608556413
751,Bass1,7,Pro Fish Guitar 2023 ,243435551
752,Bass2,8,Refurbished Grand Largemouth,446290070
753,Bass3,9,Used Bass strings (Still in package),608556413
754,Wild1,10,Vintage Torchhead no strings,243435551
755,Wild2,11,Custom Blender USA Reissued ,446290070
756,Wild3,12,Hearthead Mahogany Jimmy Tooth Electric Guitar,608556413
757,Drums1,1,DRUM to get rid of,292122661
758,Drums2,2,"Small Drum, Need out of House",535548084
759,Drums3,3,1975 Drumster Fire *BRAND NEW*,730267696
760,Guitar1,4,Bender '54 (slight damage),292122661
761,Guitar2,5,Full Size Lagoon Guitar Bag,535548084
762,Guitar3,6,Signed Gibby Guitar knob,730267696
763,Bass1,7,Pro Fish Guitar 2023 ,292122661
764,Bass2,8,Refurbished Grand Largemouth,535548084
765,Bass3,9,Used Bass strings (Still in package),730267696
766,Wild1,10,Vintage Torchhead no strings,292122661
767,Wild2,11,Custom Blender USA Reissued ,535548084
768,Wild3,12,Hearthead Mahogany Jimmy Tooth Electric Guitar,730267696
769,Drums1,1,DRUM to get rid of,350547193
770,Drums2,2,"Small Drum, Need out of House",642657701
771,Drums3,3,1975 Drumster Fire *BRAND NEW*,876321235
772,Guitar1,4,Bender '54 (slight damage),350547193
773,Guitar2,5,Full Size Lagoon Guitar Bag,642657701
774,Guitar3,6,Signed Gibby Guitar knob,876321235
775,Bass1,7,Pro Fish Guitar 2023 ,350547193
776,Bass2,8,Refurbished Grand Largemouth,642657701
777,Bass3,9,Used Bass strings (Still in package),876321235
778,Wild1,10,Vintage Torchhead no strings,350547193
779,Wild2,11,Custom Blender USA Reissued ,642657701
780,Wild3,12,Hearthead Mahogany Jimmy Tooth Electric Guitar,876321235
781,Drums1,1,DRUM to get rid of,420656632
782,Drums2,2,"Small Drum, Need out of House",771189241
783,Drums3,3,1975 Drumster Fire *BRAND NEW*,1051585482
784,Guitar1,4,Bender '54 (slight damage),420656632
785,Guitar2,5,Full Size Lagoon Guitar Bag,771189241
786,Guitar3,6,Signed Gibby Guitar knob,1051585482
787,Bass1,7,Pro Fish Guitar 2023 ,420656632
788,Bass2,8,Refurbished Grand Largemouth,771189241
789,Bass3,9,Used Bass strings (Still in package),1051585482
790,Wild1,10,Vintage Torchhead no strings,420656632
791,Wild2,11,Custom Blender USA Reissued ,771189241
792,Wild3,12,Hearthead Mahogany Jimmy Tooth Electric Guitar,1051585482
793,Drums1,1,DRUM to get rid of,504787958
794,Drums2,2,"Small Drum, Need out of House",925427089
795,Drums3,3,1975 Drumster Fire *BRAND NEW*,1261902578
796,Guitar1,4,Bender '54 (slight damage),504787958
797,Guitar2,5,Full Size Lagoon Guitar Bag,925427089
798,Guitar3,6,Signed Gibby Guitar knob,1261902578
799,Bass1,7,Pro Fish Guitar 2023 ,504787958
800,Bass2,8,Refurbished Grand Largemouth,925427089
801,Bass3,9,Used Bass strings (Still in package),1261902578
802,Wild1,10,Vintage Torchhead no strings,504787958
803,Wild2,11,Custom Blender USA Reissued ,925427089
804,Wild3,12,Hearthead Mahogany Jimmy Tooth Electric Guitar,1261902578
805,Drums1,1,DRUM to get rid of,605745550
806,Drums2,2,"Small Drum, Need out of House",1110512507
807,Drums3,3,1975 Drumster Fire *BRAND NEW*,1514283094
808,Guitar1,4,Bender '54 (slight damage),605745550
809,Guitar2,5,Full Size Lagoon Guitar Bag,1110512507
810,Guitar3,6,Signed Gibby Guitar knob,1514283094
811,Bass1,7,Pro Fish Guitar 2023 ,605745550
812,Bass2,8,Refurbished Grand Largemouth,1110512507
813,Bass3,9,Used Bass strings (Still in package),1514283094
814,Wild1,10,Vintage Torchhead no strings,605745550
815,Wild2,11,Custom Blender USA Reissued ,1110512507
816,Wild3,12,Hearthead Mahogany Jimmy Tooth Electric Guitar,1514283094
817,Drums1,1,DRUM to get rid of,726894660
818,Drums2,2,"Small Drum, Need out of House",1332615008
819,Drums3,3,1975 Drumster Fire *BRAND NEW*,1817139713
820,Guitar1,4,Bender '54 (slight damage),726894660
821,Guitar2,5,Full Size Lagoon Guitar Bag,1332615008
822,Guitar3,6,Signed Gibby Guitar knob,1817139713
823,Bass1,7,Pro Fish Guitar 2023 ,726894660
824,Bass2,8,Refurbished Grand Largemouth,1332615008
825,Bass3,9,Used Bass strings (Still in package),1817139713
826,Wild1,10,Vintage Torchhead no strings,726894660
827,Wild2,11,Custom Blender USA Reissued ,1332615008
828,Wild3,12,Hearthead Mahogany Jimmy Tooth Electric Guitar,1817139713
829,Drums1,1,DRUM to get rid of,872273592
830,Drums2,2,"Small Drum, Need out of House",1599138010
831,Drums3,3,1975 Drumster Fire *BRAND NEW*,2180567656
832,Guitar1,4,Bender '54 (slight damage),872273592
833,Guitar2,5,Full Size Lagoon Guitar Bag,1599138010
834,Guitar3,6,Signed Gibby Guitar knob,2180567656
835,Bass1,7,Pro Fish Guitar 2023 ,872273592
836,Bass2,8,Refurbished Grand Largemouth,1599138010
837,Bass3,9,Used Bass strings (Still in package),2180567656
838,Wild1,10,Vintage Torchhead no strings,872273592
839,Wild2,11,Custom Blender USA Reissued ,1599138010
840,Wild3,12,Hearthead Mahogany Jimmy Tooth Electric Guitar,2180567656
841,Drums1,1,DRUM to get rid of,1046728310
842,Drums2,2,"Small Drum, Need out of House",1918965612
843,Drums3,3,1975 Drumster Fire *BRAND NEW*,2616681187
844,Guitar1,4,Bender '54 (slight damage),1046728310
845,Guitar2,5,Full Size Lagoon Guitar Bag,1918965612
846,Guitar3,6,Signed Gibby Guitar knob,2616681187
847,Bass1,7,Pro Fish Guitar 2023 ,1046728310
848,Bass2,8,Refurbished Grand Largemouth,1918965612
849,Bass3,9,Used Bass strings (Still in package),2616681187
850,Wild1,10,Vintage Torchhead no strings,1046728310
851,Wild2,11,Custom Blender USA Reissued ,1918965612
852,Wild3,12,Hearthead Mahogany Jimmy Tooth Electric Guitar,2616681187
853,Drums1,1,DRUM to get rid of,1256073972
854,Drums2,2,"Small Drum, Need out of House",2302758734
855,Drums3,3,1975 Drumster Fire *BRAND NEW*,3140017424
856,Guitar1,4,Bender '54 (slight damage),1256073972
857,Guitar2,5,Full Size Lagoon Guitar Bag,2302758734
858,Guitar3,6,Signed Gibby Guitar knob,3140017424
859,Bass1,7,Pro Fish Guitar 2023 ,1256073972
860,Bass2,8,Refurbished Grand Largemouth,2302758734
861,Bass3,9,Used Bass strings (Still in package),3140017424
862,Wild1,10,Vintage Torchhead no strings,1256073972
863,Wild2,11,Custom Blender USA Reissued ,2302758734
864,Wild3,12,Hearthead Mahogany Jimmy Tooth Electric Guitar,3140017424
865,Drums1,1,DRUM to get rid of,1507288766
866,Drums2,2,"Small Drum, Need out of House",2763310481
867,Drums3,3,1975 Drumster Fire *BRAND NEW*,3768020909
868,Guitar1,4,Bender '54 (slight damage),1507288766
869,Guitar2,5,Full Size Lagoon Guitar Bag,2763310481
870,Guitar3,6,Signed Gibby Guitar knob,3768020909
871,Bass1,7,Pro Fish Guitar 2023 ,1507288766
872,Bass2,8,Refurbished Grand Largemouth,2763310481
873,Bass3,9,Used Bass strings (Still in package),3768020909
874,Wild1,10,Vintage Torchhead no strings,1507288766
875,Wild2,11,Custom Blender USA Reissued ,2763310481
876,Wild3,12,Hearthead Mahogany Jimmy Tooth Electric Guitar,3768020909
877,Drums1,1,DRUM to get rid of,1808746519
878,Drums2,2,"Small Drum, Need out of House",3315972577
879,Drums3,3,1975 Drumster Fire *BRAND NEW*,4521625091
880,Guitar1,4,Bender '54 (slight damage),1808746519
881,Guitar2,5,Full Size Lagoon Guitar Bag,3315972577
882,Guitar3,6,Signed Gibby Guitar knob,4521625091
883,Bass1,7,Pro Fish Guitar 2023 ,1808746519
884,Bass2,8,Refurbished Grand Largemouth,3315972577
885,Bass3,9,Used Bass strings (Still in package),4521625091
886,Wild1,10,Vintage Torchhead no strings,1808746519
887,Wild2,11,Custom Blender USA Reissued ,3315972577
888,Wild3,12,Hearthead Mahogany Jimmy Tooth Electric Guitar,4521625091
889,Drums1,1,DRUM to get rid of,2170495823
890,Drums2,2,"Small Drum, Need out of House",3979167092
891,Drums3,3,1975 Drumster Fire *BRAND NEW*,5425950109
892,Guitar1,4,Bender '54 (slight damage),2170495823
893,Guitar2,5,Full Size Lagoon Guitar Bag,3979167092
894,Guitar3,6,Signed Gibby Guitar knob,5425950109
895,Bass1,7,Pro Fish Guitar 2023 ,2170495823
896,Bass2,8,Refurbished Grand Largemouth,3979167092
897,Bass3,9,Used Bass strings (Still in package),5425950109
898,Wild1,10,Vintage Torchhead no strings,2170495823
899,Wild2,11,Custom Blender USA Reissued ,3979167092
900,Wild3,12,Hearthead Mahogany Jimmy Tooth Electric Guitar,5425950109
901,Drums1,1,DRUM to get rid of,2604594988
902,Drums2,2,"Small Drum, Need out of House",4775000510
903,Drums3,3,1975 Drumster Fire *BRAND NEW*,6511140131
904,Guitar1,4,Bender '54 (slight damage),2604594988
905,Guitar2,5,Full Size Lagoon Guitar Bag,4775000510
906,Guitar3,6,Signed Gibby Guitar knob,6511140131
907,Bass1,7,Pro Fish Guitar 2023 ,2604594988
908,Bass2,8,Refurbished Grand Largemouth,4775000510
909,Bass3,9,Used Bass strings (Still in package),6511140131
910,Wild1,10,Vintage Torchhead no strings,2604594988
911,Wild2,11,Custom Blender USA Reissued ,4775000510
912,Wild3,12,Hearthead Mahogany Jimmy Tooth Electric Guitar,6511140131
913,Drums1,1,DRUM to get rid of,3125513986
914,Drums2,2,"Small Drum, Need out of House",5730000612
915,Drums3,3,1975 Drumster Fire *BRAND NEW*,7813368157
916,Guitar1,4,Bender '54 (slight damage),3125513986
917,Guitar2,5,Full Size Lagoon Guitar Bag,5730000612
918,Guitar3,6,Signed Gibby Guitar knob,7813368157
919,Bass1,7,Pro Fish Guitar 2023 ,3125513986
920,Bass2,8,Refurbished Grand Largemouth,5730000612
921,Bass3,9,Used Bass strings (Still in package),7813368157
922,Wild1,10,Vintage Torchhead no strings,3125513986
923,Wild2,11,Custom Blender USA Reissued ,5730000612
924,Wild3,12,Hearthead Mahogany Jimmy Tooth Electric Guitar,7813368157
925,Drums1,1,DRUM to get rid of,3750616783
926,Drums2,2,"Small Drum, Need out of House",6876000734
927,Drums3,3,1975 Drumster Fire *BRAND NEW*,9376041788
928,Guitar1,4,Bender '54 (slight damage),3750616783
929,Guitar2,5,Full Size Lagoon Guitar Bag,6876000734
930,Guitar3,6,Signed Gibby Guitar knob,9376041788
931,Bass1,7,Pro Fish Guitar 2023 ,3750616783
932,Bass2,8,Refurbished Grand Largemouth,6876000734
933,Bass3,9,Used Bass strings (Still in package),9376041788
934,Wild1,10,Vintage Torchhead no strings,3750616783
935,Wild2,11,Custom Blender USA Reissued ,6876000734
936,Wild3,12,Hearthead Mahogany Jimmy Tooth Electric Guitar,9376041788
937,Drums1,1,DRUM to get rid of,4500740140
938,Drums2,2,"Small Drum, Need out of House",8251200881
939,Drums3,3,1975 Drumster Fire *BRAND NEW*,11251250146
940,Guitar1,4,Bender '54 (slight damage),4500740140
941,Guitar2,5,Full Size Lagoon Guitar Bag,8251200881
942,Guitar3,6,Signed Gibby Guitar knob,11251250146
943,Bass1,7,Pro Fish Guitar 2023 ,4500740140
944,Bass2,8,Refurbished Grand Largemouth,8251200881
945,Bass3,9,Used Bass strings (Still in package),11251250146
946,Wild1,10,Vintage Torchhead no strings,4500740140
947,Wild2,11,Custom Blender USA Reissued ,8251200881
948,Wild3,12,Hearthead Mahogany Jimmy Tooth Electric Guitar,11251250146
949,Drums1,1,DRUM to get rid of,5400888168
950,Drums2,2,"Small Drum, Need out of House",9901441057
951,Drums3,3,1975 Drumster Fire *BRAND NEW*,13501500175
952,Guitar1,4,Bender '54 (slight damage),5400888168
953,Guitar2,5,Full Size Lagoon Guitar Bag,9901441057
954,Guitar3,6,Signed Gibby Guitar knob,13501500175
955,Bass1,7,Pro Fish Guitar 2023 ,5400888168
956,Bass2,8,Refurbished Grand Largemouth,9901441057
957,Bass3,9,Used Bass strings (Still in package),13501500175
958,Wild1,10,Vintage Torchhead no strings,5400888168
959,Wild2,11,Custom Blender USA Reissued ,9901441057
960,Wild3,12,Hearthead Mahogany Jimmy Tooth Electric Guitar,13501500175
961,Drums1,1,DRUM to get rid of,6481065802
962,Drums2,2,"Small Drum, Need out of House",11881729268
963,Drums3,3,1975 Drumster Fire *BRAND NEW*,16201800210
964,Guitar1,4,Bender '54 (slight damage),6481065802
965,Guitar2,5,Full Size Lagoon Guitar Bag,11881729268
966,Guitar3,6,Signed Gibby Guitar knob,16201800210
967,Bass1,7,Pro Fish Guitar 2023 ,6481065802
968,Bass2,8,Refurbished Grand Largemouth,11881729268
969,Bass3,9,Used Bass strings (Still in package),16201800210
970,Wild1,10,Vintage Torchhead no strings,6481065802
971,Wild2,11,Custom Blender USA Reissued ,11881729268
972,Wild3,12,Hearthead Mahogany Jimmy Tooth Electric Guitar,16201800210
973,Drums1,1,DRUM to get rid of,7777278962
974,Drums2,2,"Small Drum, Need out of House",14258075122
975,Drums3,3,1975 Drumster Fire *BRAND NEW*,19442160252
976,Guitar1,4,Bender '54 (slight damage),7777278962
977,Guitar2,5,Full Size Lagoon Guitar Bag,14258075122
978,Guitar3,6,Signed Gibby Guitar knob,19442160252
979,Bass1,7,Pro Fish Guitar 2023 ,7777278962
980,Bass2,8,Refurbished Grand Largemouth,14258075122
981,Bass3,9,Used Bass strings (Still in package),19442160252
982,Wild1,10,Vintage Torchhead no strings,7777278962
983,Wild2,11,Custom Blender USA Reissued ,14258075122
984,Wild3,12,Hearthead Mahogany Jimmy Tooth Electric Guitar,19442160252
